"launch_date","recalls_number","manufacturer_ref","defect","make","model","build_start","build_end"
"21/01/2016","R/2015/259","SRPC1600","The high pressure fuel lines have not been manufactured to the correct specification which  over time  can lead to crack formation and fuel leaking. Fuel escaping in the presence of an ignition source could lead to fire.","MERCEDES BENZ","SLC","28/10/2015","19/11/2015"
"21/01/2016","R/2015/259","SRPC1600","The high pressure fuel lines have not been manufactured to the correct specification which  over time  can lead to crack formation and fuel leaking. Fuel escaping in the presence of an ignition source could lead to fire.","MERCEDES BENZ","E CLASS","28/10/2015","19/11/2015"
"12/04/2017","R/2017/127","SRPC1710","Following an accident the forces required for releasing the door may be increased. The cable between the inner door handle and the door lock  not being to specification  may not be able to withstand these increased forces leaving the door unable to be opened from the inside. This may increase the risk of injury. Unlocking the door via the outer door handle is not affected.","MERCEDES BENZ","G CLASS","01/06/2016","30/06/2016"
"14/06/2019","R/2019/088","1804U54W06-SRU1901","Damage may occur at the electrical frame wiring harness along the right longitudinal frame member. ","MERCEDES-BENZ TRUCKS UK LTD","UNIMOG","07/05/2015","08/08/2017"
"30/07/2018","R/2018/146","SRPC1817","The seat backrests on the right side of the front seats in the c-class Coupe/Convertible and E-Class Coupe/Convertible may not fully lock. ","MERCEDES-BENZ CARS UK LTD","C-CLASS","01/08/2017","01/02/2018"
"30/07/2018","R/2018/146","SRPC1817","The seat backrests on the right side of the front seats in the c-class Coupe/Convertible and E-Class Coupe/Convertible may not fully lock. ","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/08/2017","01/02/2018"
"25/09/92","R/1992/058","","The battery cable terminal may touch the starter motor solenoid body at the point of attachment to the starter motor. This could result in a short circuit.","FORD","GRANADA","01/09/1990","30/09/1991"
"25/09/92","R/1992/058","","The battery cable terminal may touch the starter motor solenoid body at the point of attachment to the starter motor. This could result in a short circuit.","FORD","SCORPIO","01/09/1990","30/09/1991"
"13/03/2017","R/2017/093","SRPC1707","It has been identified that the front passenger seat occupancy weight sensing system control unit may have bee incorrectly installed during assembly. If the passenger seat is placed in the rear/lower position range  then it can cause the pressure hose to become kinked  which will reclassify the occupant as being a child seat. This will result in the front passenger airbag being deactivated and place the occupant at a higher risk of injury if the vehicle is involved in a frontal collision.","MERCEDES BENZ","E-CLASS","01/10/2014","30/09/2016"
"10/08/2018","R/2018/215","0016380200","The fault affects the fuel level sensor within the fuel tank.The distance between the sensor and an in-tank fuel line could be too small  which could allow the sensor to contact the fuel line and in some cases  become stuck.  If the fuel sensor becomes stuck  the fuel gauge in the instrument cluster displays a larger amount of fuel than is actually in the tank. Therefore the tank could become empty leading to the engine stalling without prior warning.","BMW","M5","16/01/2018","24/05/2018"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","CLA","01/11/2012","31/10/2013"
"10/09/2019","R/2019/221","SRPC1916","The refrigerant used in the air condition system does not meet legal requirements.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/11/2012","31/10/2013"
"20/12/2013","RM/2013/032","","As a result of adverse tolerances at production  wear at the rear-wheel bearings can be exceptionally high. The rear wheel can drag if this wear remains unnoticed for a long period of time.","BMW MOTORCYCLES","F800S/ST","08/05/2006","23/02/2009"
"20/12/2013","RM/2013/032","","As a result of adverse tolerances at production  wear at the rear-wheel bearings can be exceptionally high. The rear wheel can drag if this wear remains unnoticed for a long period of time.","BMW MOTORCYCLES","F800S/ST","13/03/2006","25/02/2009"
"15/04/2009","R/2009/018","C173","It has been identified that  the under floor mounted spare wheel may detach from the vehicle  due to breakage of the spare wheel support.","MERCEDES BENZ","VIANO","01/01/2003","31/12/2008"
"15/04/2009","R/2009/018","C173","It has been identified that  the under floor mounted spare wheel may detach from the vehicle  due to breakage of the spare wheel support.","MERCEDES BENZ","VITO","01/01/2003","31/12/2008"
"13/07/2011","R/2011/067","1C380","Due to high road salt usage in winter  the engine cooling fan module may suffer from corrosion and may overheat and ignite. ","FORD","FOCUS","19/02/2004","25/01/2007"
"13/07/2011","R/2011/067","1C380","Due to high road salt usage in winter  the engine cooling fan module may suffer from corrosion and may overheat and ignite. ","FORD","CMAX","01/06/2006","25/05/2007"
"29/02/96","R/1996/035","","As a result of vibration the metal pipe from the brake master cylinder to the residual pressure valve may fracture resulting in the loss of the rear braking circuit. Because of the unique body design  specific to one customer in the UK market  no other","MERCEDES BENZ","T2","01/01/1995","31/12/1995"
"20/03/2000","R/2000/003","","Oil filler cap may become loose resulting in oil dripping onto the exhaust heat shield.","FORD","FOCUS","01/03/1998",""
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","E46","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","X5","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","E60","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","7 SERIES","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","3 SERIES","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","E53","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","5 SERIES","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","E65","30/11/2004","31/01/2005"
"08/02/2005","R/2005/022","","The bearings of the high pressure fuel injector pump may fail after a short travelled distance (approximately 3000 to 6000 miles) This leads to a total failure of the engine's fuel supply  which results in the engine stalling. ","BMW","E61","30/11/2004","31/01/2005"
"28/02/92","R/1992/013","","Chafing may occur where two cables pass through a grommet in the front bulkhead. This could result in a short circuit and fire risk.","BMW","","01/01/1991","28/02/1992"
"28/02/92","R/1992/013","","Chafing may occur where two cables pass through a grommet in the front bulkhead. This could result in a short circuit and fire risk.","BMW","3 SERIES","01/01/1991","28/02/1992"
"22/04/97","R/1997/025","","There may be insufficient clearance between the front brake hoses and the tyre inner wall. In the long term  this could result in damage to the brake hose(s) with a risk of fluid loss.","MERCEDES BENZ","S CLASS","01/01/1995","31/12/1996"
"10/06/96","R/1996/059","","1) Due to a defect in the clutch master cylinder  the clutch may not disengage. 2) Water ingress to brake servo. 3) The front brake hoses may be incorrectly routed  and could in some circumstances contact the retaining bracket nut. 4) Possible contamination","FORD","FIESTA","01/07/1995","31/05/1996"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/07/2018","28/02/2019"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/07/2018","28/02/2019"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/07/2018","28/02/2019"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","A CLASS","01/07/2018","28/02/2019"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/07/2018","28/02/2019"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","B CLASS","01/07/2018","28/02/2019"
"30/07/2019","R/2019/217","SRPC1919","Under certain circumstances it might not be possible to shift into Drive or Reverse mode.","MERCEDES-BENZ CARS UK LTD","CLA","01/07/2018","28/02/2019"
"08/11/2010","R/2010/197","0016670100","Due to a manufacturing defect which causes premature wear of the fuel pump commutator  it is possible that the engine might cut out whilst driving. ","BMW","X5","01/02/2008","31/08/2008"
"24/04/2017","RM/2017/017","0000321000","The front brake caliper might not be fully secure. As a consequence of this  the brake caliper can get loose and in the worst case the brake could be lost.","BMW MOTORCYCLES","G310R","06/04/2017","06/06/2017"
"29/03/2019","R/2019/093","SRPC1903","Shock absorbers that are too long may have been installed. As a result  the brake hoses may be under too much tension.","MERCEDES-BENZ CARS UK LTD","A CLASS (177)","01/03/2018","30/11/2018"
"29/03/2019","R/2019/093","SRPC1903","Shock absorbers that are too long may have been installed. As a result  the brake hoses may be under too much tension.","MERCEDES-BENZ CARS UK LTD","A CLASS (177)","01/03/2018","30/11/2018"
"05/06/2017","R/2017/107","16S12","The heated washer jets fitted to some Kuga vehicles may have jet heating elements that are not correctly sealed. There is a possibility that poor sealing could lead to corrosion due to water ingress and subsequent overheating of the jets. An overheating jet element will damage the nozzle housing and may cause local heat/fire damage to the cowl grille accompanied by smoke and burning smell.","FORD","KUGA","18/05/2010","31/10/2010"
"24/02/2003","R/2003/039","","It is possible that the reinforcement ring in the front seat belt tensioner has not been securely crimped onto the belt tensioner's steel cable. This connection could give in the event of a severe collision and could work loose in extreme cases.  ","BMW","X5","15/04/2002","04/09/2002"
"16/04/2018","R/2018/099","0016320200","The sealing cap of the pressure-limiting valve in the fuel tank delivery module may be damaged. This concern could lead to a reduction in fuel transfer from the left side to the right side of the fuel tank. Therefore  it is possible for the engine to stall even though the fuel gauge would show fuel present.","BMW","X3","16/08/2016","21/01/2018"
"16/04/2018","R/2018/099","0016320200","The sealing cap of the pressure-limiting valve in the fuel tank delivery module may be damaged. This concern could lead to a reduction in fuel transfer from the left side to the right side of the fuel tank. Therefore  it is possible for the engine to stall even though the fuel gauge would show fuel present.","BMW","X4","16/08/2017","21/01/2018"
"23/05/94","R/1994/009","","It is possible that the exhaust downpipe may separate from the upper flange and drop onto the starter motor terminal causing damage to the vehicle wiring loom. This may result in the loss of various electrical circuits.","FORD","ESCORT","01/08/1992","31/10/1993"
"23/05/94","R/1994/009","","It is possible that the exhaust downpipe may separate from the upper flange and drop onto the starter motor terminal causing damage to the vehicle wiring loom. This may result in the loss of various electrical circuits.","FORD","ORION","01/08/1992","31/10/1993"
"01/04/2019","R/2019/089","SRPC1856","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","C-CLASS","01/03/2015","31/10/2018"
"01/04/2019","R/2019/089","SRPC1856","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/03/2015","31/10/2018"
"01/04/2019","R/2019/089","SRPC1856","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/03/2015","31/10/2018"
"01/04/2019","R/2019/089","SRPC1856","A lock nut may be cracked in the steering gear.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/03/2015","31/10/2018"
"20/11/2017","R/2017/232","SRV1704","The vehicles electronic control unit (ECU) may have been incorrectly updated. This may affect the operation of systems controlled by the ECU","MERCEDES BENZ","SPRINTER","08/11/2014","29/08/2016"
"20/11/2017","R/2017/232","SRV1704","The vehicles electronic control unit (ECU) may have been incorrectly updated. This may affect the operation of systems controlled by the ECU","MERCEDES BENZ","VITO","01/11/2007","01/11/2007"
"01/09/2017","R/2017/244","0052810100","Due to a fault in the supplier's production process  the bolt on the outer side of the seat mechanism on both front seats might not have been fixed properly. In cases where the bolt loosens the customer would be alerted by noise coming from the seat and a noticeable increase in seat clearance/movement.  If this is ignored by the customer the securing bolt on the outer side of the seat might come off. If the securing bolt comes off the seat can move backwards in a rear end crash situation.","BMW","M4","07/07/2017","18/07/2017"
"01/09/2017","R/2017/244","0052810100","Due to a fault in the supplier's production process  the bolt on the outer side of the seat mechanism on both front seats might not have been fixed properly. In cases where the bolt loosens the customer would be alerted by noise coming from the seat and a noticeable increase in seat clearance/movement.  If this is ignored by the customer the securing bolt on the outer side of the seat might come off. If the securing bolt comes off the seat can move backwards in a rear end crash situation.","BMW","6 SERIES","07/07/2017","18/07/2017"
"01/09/2017","R/2017/244","0052810100","Due to a fault in the supplier's production process  the bolt on the outer side of the seat mechanism on both front seats might not have been fixed properly. In cases where the bolt loosens the customer would be alerted by noise coming from the seat and a noticeable increase in seat clearance/movement.  If this is ignored by the customer the securing bolt on the outer side of the seat might come off. If the securing bolt comes off the seat can move backwards in a rear end crash situation.","BMW","4 SEPIES","07/07/2017","18/07/2017"
"27/12/2018","R/2018/264","SRV1809","The post-collision brake function within the Electronic Stability Programme was not activated during production.","MERCEDES-BENZ VANS UK LTD","SPRINTER 910","06/04/2018","01/06/2018"
"27/12/2018","R/2018/264","SRV1809","The post-collision brake function within the Electronic Stability Programme was not activated during production.","MERCEDES-BENZ VANS UK LTD","SPRINTER 907","06/04/2018","01/06/2018"
"27/12/2018","R/2018/264","SRV1809","The post-collision brake function within the Electronic Stability Programme was not activated during production.","MERCEDES-BENZ VANS UK LTD","SPRINTER 907","06/04/2018","01/06/2018"
"27/12/2018","R/2018/264","SRV1809","The post-collision brake function within the Electronic Stability Programme was not activated during production.","MERCEDES-BENZ VANS UK LTD","SPRINTER 907","06/04/2018","01/06/2018"
"27/12/2018","R/2018/264","SRV1809","The post-collision brake function within the Electronic Stability Programme was not activated during production.","MERCEDES-BENZ VANS UK LTD","SPRINTER 907","06/04/2018","01/06/2018"
"27/12/2018","R/2018/264","SRV1809","The post-collision brake function within the Electronic Stability Programme was not activated during production.","MERCEDES-BENZ VANS UK LTD","SPRINTER 907","06/04/2018","01/06/2018"
"07/02/2017","R/2017/052","0051110400"," A recess on the inside of the fascia panel may not have been  correctly machined . This recess affects the deployment of the front passenger's air bag and it may not deploy as intended.","BMW","X1","13/09/2016","05/12/2016"
"07/02/2017","R/2017/052","0051110400"," A recess on the inside of the fascia panel may not have been  correctly machined . This recess affects the deployment of the front passenger's air bag and it may not deploy as intended.","BMW","X1","13/09/2016","05/12/2016"
"22/10/96","R/1996/072","","In a small number of cases leaks may occur in the vacuum line between the engine and the power brake unit. This would result in a need for increased brake pedal pressure when braking.","MERCEDES BENZ","140","01/01/1991","31/12/1995"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","X5","27/08/2009","22/10/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","X6","02/10/2008","22/10/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","7 SERIES","05/05/2009","01/08/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","6 SERIES","21/12/2010","02/09/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","MINI","05/01/2007","23/09/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","5 SERIES","01/02/2011","22/03/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","7 SERIES","02/12/2010","05/07/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","5 SERIES","29/09/2010","25/05/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","6 SERIES","22/02/2011","31/08/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","5 SERIES","02/07/2010","26/08/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","7 SERIES","11/11/2008","05/09/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","MINI","28/10/2010","23/09/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","MINI","20/08/2009","23/09/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","MINI","19/05/2011","19/05/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","MINI","11/07/2011","23/09/2011"
"01/03/2019","R/2019/057","0011150500   0011160500","The auxiliary water pump may short circuit causing a thermal incident.","BMW","MINI","19/01/2011","30/09/2011"
"23/05/2016","R/2016/102","16S07","The fuel tubes are not earthed correctly. If an electro static discharge occurs on the fuel tubes it may cause a pin size hole in the fuel tube and a subsequent fuel leak. If the vehicle is stationary at traffic lights this could cause a pooling underneath the vehicle which could cause the road surface to become slippery and a possible danger to two wheeled vehicles.","FORD","ECOSPORT","19/04/2013","26/06/2014"
"20/10/2019","RM/2019/023","0000170600","Oil cooler may crack and leak.","BMW MOTORRAD","S1000RR","05/09/2018","27/08/2019"
"26/07/2019","R/2019/228","19S21","Un-fused Battery Monitoring System (BMS) Wire Chafing.","FORD","FIGO","08/09/2017","15/05/2019"
"26/07/2019","R/2019/228","19S21","Un-fused Battery Monitoring System (BMS) Wire Chafing.","FORD","KA","08/09/2017","15/05/2019"
"01/11/2019","R/2019/280","SRPC1939","The curtain airbag might not deploy as intended.","MERCEDES-BENZ CARS UK LTD","S-CLASS","01/06/2018","30/09/2018"
"04/10/2013","R/2013/100","SRPC1307","On certain models fitted with the AMG seats  it is possible that if the vehicle is involved in a side impact during very cold conditions  below freezing  the side cover for the back-rest member could become loose and cause injury.","MERCEDES BENZ","A CLASS","18/06/2013","25/07/2013"
"09/03/2009","RCOMP/2008/012","PR001","The bracket mounting the steering column to the body may fail because of inadequate welding on the joint at the tube. This can cause the column to tilt down and limited the degree of steering ability.","MERCEDES BENZ","STEERING COLUMN TUBE BRACKET","01/10/2007","31/05/2008"
"14/06/2019","R/2019/163","SRV1905","The maximum permissible roof load is not documented in the operating manual","MERCEDES-BENZ VANS UK LTD","X-CLASS","06/11/2017","19/03/2019"
"14/06/2019","R/2019/163","SRV1905","The maximum permissible roof load is not documented in the operating manual","MERCEDES-BENZ VANS UK LTD","X-CLASS","06/11/2017","19/03/2019"
"14/06/2019","R/2019/163","SRV1905","The maximum permissible roof load is not documented in the operating manual","MERCEDES-BENZ VANS UK LTD","X-CLASS","06/11/2017","19/03/2019"
"01/06/2007","RM/2007/030","0000312700","Due to a manufacturing non-compliance  the handlebar clamping blocks are not to specification. This can result in the handlebars not being held securely in positionn.","BMW MOTORCYCLES","F650","01/01/2007","31/03/2007"
"16/06/2011","R/2011/042","C251","On vehicles fitted with the OM646 engine  it is possible that an Air Conditioning (AC) hose bracket could chaff the wiring harness for the three phase alternator. If this is not rectified  there is a possible risk of a short circuit  which may result in a fire.","MERCEDES BENZ","VITO","01/01/2007","31/12/2010"
"16/06/2011","R/2011/042","C251","On vehicles fitted with the OM646 engine  it is possible that an Air Conditioning (AC) hose bracket could chaff the wiring harness for the three phase alternator. If this is not rectified  there is a possible risk of a short circuit  which may result in a fire.","MERCEDES BENZ","VIANO","01/01/2007","31/12/2010"
"14/06/2017","R/2017/157","SRPC1715","The software for the Electronic Stability Program (ESP) is faulty. The fault could lead to a low residual pressure in the hydraulic system so the brakes are applied and gain heat. This increased heat will apply the brakes further and could adversely affect the brake fluid. Fire in the wheel housing cannot be ruled out.","MERCEDES BENZ","SLC","01/06/2015","31/01/2017"
"14/06/2017","R/2017/157","SRPC1715","The software for the Electronic Stability Program (ESP) is faulty. The fault could lead to a low residual pressure in the hydraulic system so the brakes are applied and gain heat. This increased heat will apply the brakes further and could adversely affect the brake fluid. Fire in the wheel housing cannot be ruled out.","MERCEDES BENZ","SLK","01/06/2015","31/01/2017"
"14/06/2017","R/2017/157","SRPC1715","The software for the Electronic Stability Program (ESP) is faulty. The fault could lead to a low residual pressure in the hydraulic system so the brakes are applied and gain heat. This increased heat will apply the brakes further and could adversely affect the brake fluid. Fire in the wheel housing cannot be ruled out.","MERCEDES BENZ","SLK","01/06/2015","31/01/2017"
"14/06/2017","R/2017/157","SRPC1715","The software for the Electronic Stability Program (ESP) is faulty. The fault could lead to a low residual pressure in the hydraulic system so the brakes are applied and gain heat. This increased heat will apply the brakes further and could adversely affect the brake fluid. Fire in the wheel housing cannot be ruled out.","MERCEDES BENZ","SLC","01/06/2015","31/01/2017"
"14/06/2017","R/2017/157","SRPC1715","The software for the Electronic Stability Program (ESP) is faulty. The fault could lead to a low residual pressure in the hydraulic system so the brakes are applied and gain heat. This increased heat will apply the brakes further and could adversely affect the brake fluid. Fire in the wheel housing cannot be ruled out.","MERCEDES BENZ","SLC","01/06/2017","31/01/2017"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"04/09/2019","R/2019/268","SRPC1925","The air conditioning drain hoses might be incorrectly fitted in the vehicle. ","MERCEDES-BENZ CARS UK LTD","GLE","01/01/2018","31/07/2019"
"25/02/2004","R/2004/015","3c916","It is possible that the driver and/or front seat passenger seat belt buckle cannot be latched  or will not remain latched.","FORD","MAVERICK","01/06/2000","31/07/2001"
"10/01/2007","R/2007/003","","It has been identified that on subject vehicles  the heated windscreen earthing point may not have been tightened to the specified torque. An incorrect torque may lead to electrical arcing  and in extreme cases this arcing may cause scorching or burning of the surrounding trim components.","FORD","GALAXY ","01/12/2005","28/06/2006"
"10/01/2007","R/2007/003","","It has been identified that on subject vehicles  the heated windscreen earthing point may not have been tightened to the specified torque. An incorrect torque may lead to electrical arcing  and in extreme cases this arcing may cause scorching or burning of the surrounding trim components.","FORD","S-MAX","01/12/2005","28/06/2006"
"01/12/2015","R/2015/231","SRPC1518","In rare cases the propulsion control unit may send an incorrect message. This may cause the electric power train to shut down. Power can be restored by the normal start sequence.  ","MERCEDES BENZ","B CLASS","25/09/2014","29/09/2015"
"07/07/2017","R/2017/224","0017780100","The engine oil cooler feed pipe may disconnect and leak oil. This may reach the front brakes and affect the braking efficiency.","BMW","7 SERIES","10/05/2016","01/06/2017"
"08/02/2018","R/2018/020","SRPC1803"," The bonding of the windshield in the lower area may not correspond to the specification. During a collision the bonding may fail and the windscreen may detach. This could have an adverse affect on the effectiveness of the passenger airbag. ","MERCEDES-BENZ CARS UK LTD","A CLASS","01/05/2017","31/05/2017"
"16/07/2018","R/2018/194","18S07 ","A number of vehicles fitted with a 1.0  1.5 or 1.6 Ecoboost engine and 6-speed manual transmission could suffer clutch pressure plate fracture. This results in clutch smell  reduced vehicle speed and performance. In the unlikely event of clutch pressure plate fracture  a noise (thud / bang) could be heard from the vicinity of the transmission  in extreme cases resulting in clutch / transmission fragments being released and striking under hood components creating a risk of smoke and fire from the under hood area.","FORD","TRANSIT CONNECT","01/08/2012","30/06/2016"
"08/06/2015","R/2015/109","0016970100","The in tank fuel pump may contain sub components that have not been correctly nickel plated. This may cause excessive friction leading to the fuel pump being inoperative. The driver may experience a no start condition or in the worst case an engine stall. A warning lamp and error message will display. Steering and brakes will still function.","BMW","1 SERIES","01/09/2014","31/03/2015"
"08/06/2015","R/2015/109","0016970100","The in tank fuel pump may contain sub components that have not been correctly nickel plated. This may cause excessive friction leading to the fuel pump being inoperative. The driver may experience a no start condition or in the worst case an engine stall. A warning lamp and error message will display. Steering and brakes will still function.","BMW","3 SERIES","01/09/2013","30/04/2014"
"08/06/2015","R/2015/109","0016970100","The in tank fuel pump may contain sub components that have not been correctly nickel plated. This may cause excessive friction leading to the fuel pump being inoperative. The driver may experience a no start condition or in the worst case an engine stall. A warning lamp and error message will display. Steering and brakes will still function.","BMW","2 SERIES","01/09/2013","30/04/2014"
"08/06/2015","R/2015/109","0016970100","The in tank fuel pump may contain sub components that have not been correctly nickel plated. This may cause excessive friction leading to the fuel pump being inoperative. The driver may experience a no start condition or in the worst case an engine stall. A warning lamp and error message will display. Steering and brakes will still function.","BMW","1 SERIES","01/09/2013","30/04/2014"
"08/06/2015","R/2015/109","0016970100","The in tank fuel pump may contain sub components that have not been correctly nickel plated. This may cause excessive friction leading to the fuel pump being inoperative. The driver may experience a no start condition or in the worst case an engine stall. A warning lamp and error message will display. Steering and brakes will still function.","BMW","2 SERIES","01/09/2013","30/04/2014"
"08/06/2015","R/2015/109","0016970100","The in tank fuel pump may contain sub components that have not been correctly nickel plated. This may cause excessive friction leading to the fuel pump being inoperative. The driver may experience a no start condition or in the worst case an engine stall. A warning lamp and error message will display. Steering and brakes will still function.","BMW","3 SERIES","01/09/2013","30/04/2014"
